,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
802,Made Me,Snootie Wild,0.0389,0.856,194747,0.719,9.03e-06,-6.519,146.032,0.369
803,Way to be Loved,TOPS,0.605,0.583,263397,0.515,0.000691,-9.283,115.732,0.621
804,Just Wanna Love You Girl,Epsilons,0.00042,0.22,82893,0.94,0.000541,-2.397,83.072,0.72
805,Be Brave,The Strange Boys,0.464,0.535,178867,0.91,9.32e-05,-4.827,111.027,0.956
806,Tupelo (Pt. 1) - Single Version,Albert King,0.619,0.722,175867,0.28,0.0786,-13.483,66.711,0.466
807,Candyman,Cornershop,0.0758,0.747,229640,0.894,0.897,-5.226,90.493,0.57
808,Somebody Was Watching,Pops Staples,0.565,0.63,247293,0.374,0.00146,-11.305,166.999,0.573
809,Tupelo - Part 1,Pop Staples,0.615,0.508,174067,0.247,0.0352,-15.432,200.749,0.484
810,Tupelo,Steve Cropper,0.207,0.54,360867,0.21,0.0765,-18.687,103.081,0.411
811,"Damn Son, Where'd You Find This? - Future of TRAP Mix",Trendsetter,0.114,0.665,216728,0.513,0.303,-7.314,100.344,0.0373
812,I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,Trendsetter,0.00884,0.51,286290,0.603,0.286,-6.949,139.876,0.094
813,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus,0.114,0.665,216728,0.513,0.303,-7.314,100.344,0.0373
814,Work - The Advent & Spiriakos Remix,ZZT,0.000321,0.647,369235,0.793,0.833,-7.416,130.007,0.188
815,Mannish Boy,Muddy Waters,0.612,0.649,175733,0.406,0.0,-10.43,110.091,0.478
816,Holding On,Disclosure,0.172,0.683,315094,0.805,0.000231,-5.24,123.658,0.836
817,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa",Nikolaus Harnoncourt,0.99,0.148,175173,0.031,0.595,-25.756,141.84,0.0638
818,My Main,Mykfresh,0.227,0.873,165544,0.504,0.0,-5.39,145.995,0.647
819,Southern Man - Live,"Crosby, Stills, Nash & Young",0.00497,0.376,825027,0.801,0.149,-10.662,152.826,0.807
820,Won't Look Back,Duke Dumont,0.0113,0.523,203046,0.863,0.204,-4.975,124.046,0.428
821,Chrome Knight - Feat. Chromeo,Surkin,0.0226,0.586,214227,0.892,0.00827,-4.937,132.048,0.523
822,Black Boy,Pops Staples,0.666,0.827,202360,0.503,0.443,-11.007,119.35,0.94
823,Give Me The Sunshine,Leo's Sunshipp,0.11,0.589,382733,0.616,0.204,-9.475,96.616,0.869
824,Motherless Child,Romare,0.391,0.702,311892,0.495,0.8,-11.645,78.507,0.292
825,Giudecca,Ghost Culture,0.0975,0.582,252038,0.875,0.912,-6.912,113.036,0.358
826,Living Every Dream,Antwon,0.0169,0.374,293851,0.853,2.72e-05,-3.571,200.035,0.422
827,Easy Rider,Action Bronson,0.0339,0.422,259301,0.851,0.0,-4.031,93.649,0.667
828,Nissim,The Gaslamp Killer,0.127,0.474,271822,0.837,0.0197,-6.503,165.844,0.243
829,Topless,Orlando Julius,0.13,0.61,178560,0.672,0.00283,-7.436,129.986,0.925
830,Breakthrough,The Funkees,0.597,0.571,207360,0.836,0.0108,-6.906,93.641,0.54
831,Stand Up - Tiger & Woods Remix,Pitchben,0.0672,0.802,451341,0.872,0.0197,-6.346,117.005,0.68
832,Blow a Bag,Future,0.218,0.793,194240,0.607,4.95e-06,-6.488,140.992,0.16
833,Ain't got nobody,Sísý Ey,0.0319,0.846,328962,0.472,0.0398,-9.13,124.984,0.671
834,I Want'a Do Something Freaky To You,Leon Haywood,0.269,0.575,302987,0.641,0.0121,-8.105,91.714,0.901
835,I Got a Feeling,Shit Robot,0.000997,0.787,484853,0.916,0.811,-8.542,116.007,0.507
836,Standard,Empress Of,0.304,0.614,218413,0.575,0.0116,-5.819,150.009,0.284
837,What I Might Do - Club Mix,Ben Pearce,0.103,0.835,389508,0.481,0.81,-9.606,121.993,0.304
838,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,Gary's Gang,0.201,0.696,398747,0.852,0.00125,-4.281,128.28,0.971
839,Do You Love Me,The Contours,0.611,0.597,172667,0.71,0.0,-9.798,150.13,0.767
840,Too Bad I Have To Destroy You Now,Kid Cudi,0.0185,0.609,377893,0.664,0.0195,-9.116,105.976,0.0944
841,Louie Louie,The Sonics,0.737,0.571,176800,0.839,0.0281,-5.799,127.356,0.813
842,Heart Full of Soul,The Yardbirds,0.229,0.494,147893,0.666,5.69e-05,-9.743,140.832,0.704
843,For Your Love,The Yardbirds,0.236,0.347,150627,0.638,0.0,-10.258,94.506,0.594
844,Sunshine Of Your Love,Cream,0.436,0.684,250000,0.486,9.77e-05,-12.521,115.076,0.821
845,Taifa - The Emperor Machine Mix,Partial Arts,0.000641,0.787,520311,0.679,0.912,-12.377,117.501,0.214
846,Taifa,Partial Arts,0.00254,0.696,502888,0.643,0.834,-10.124,117.514,0.537
847,Make It,Patrick Di Stefano,0.0043,0.894,376000,0.676,0.348,-9.707,121.0,0.715
848,Face It,Master C & J,0.00524,0.81,418187,0.547,0.854,-12.295,120.752,0.817
849,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],Grand High Priest,0.0263,0.739,257600,0.878,0.407,-5.464,126.705,0.855
850,Supernature - Edit,Cerrone,0.000173,0.641,262000,0.954,0.425,-6.765,122.79,0.827
851,I'll Be Good,Rene & Angela,0.136,0.829,321067,0.65,2.15e-05,-9.691,108.398,0.744
852,Defected In The House Ibiza 2013 Mixtape,Simon Dunmore,0.00479,0.777,318470,0.671,0.0244,-7.803,123.974,0.482
853,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,0.271,0.567,336800,0.851,0.0,-5.897,80.935,0.598
854,Episode I - Duel of The Fates,John Williams,0.934,0.44,254360,0.433,0.811,-17.453,79.952,0.217
855,Three Cool Cats,The Coasters,0.813,0.745,132947,0.544,0.0,-9.137,125.345,0.776
856,Mercy,The Third Degree,0.00113,0.616,200800,0.943,1.67e-06,-5.305,129.963,0.802
857,Do I Love You?,The Ronettes,0.557,0.462,176147,0.714,0.000881,-8.772,144.952,0.375
858,Night on Bald Mountain,Modest Mussorgsky,0.916,0.334,700027,0.265,0.837,-17.219,113.12,0.0549
859,Akue We Non Houme - Jerk Fon,T. P. Orchestre Poly-Rythmo,0.00325,0.686,280480,0.61,0.000123,-7.952,143.598,0.861
860,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,0.517,0.691,445227,0.714,0.0164,-9.694,91.045,0.96
861,Ole,The Funkees,0.292,0.592,265827,0.688,0.268,-14.107,102.099,0.927
862,Greetings,Joni Haastrup,0.0164,0.653,373333,0.875,0.0311,-5.232,116.956,0.796
863,5thep,Todd Osborn,0.0314,0.86,304138,0.857,0.38,-4.23,121.999,0.826
864,Cavern,Liquid Liquid,0.0114,0.682,319760,0.78,0.735,-9.948,115.564,0.334
865,Your Love,Mick Jenkins,0.0491,0.703,194147,0.464,0.0,-5.977,95.012,0.689
866,Sleepwalk,Santo & Johnny,0.895,0.444,151092,0.412,0.64,-11.569,184.012,0.364
867,What I Might Do - Kilter Remix,Ben Pearce,0.0624,0.476,309064,0.571,0.353,-7.223,141.221,0.419
868,Waiting Around For Grace,Pond,0.000286,0.313,309524,0.872,2.26e-05,-5.058,122.362,0.389
869,Nobodys Fool - Ben Pearce Remix,Real Connoisseur,4.19e-05,0.636,326129,0.864,0.887,-9.618,123.972,0.611
870,Smoke On The Water,Deep Purple,0.0983,0.632,342173,0.586,0.581,-11.333,114.243,0.889
871,Able to See Me,Hippie Sabotage,0.314,0.43,193427,0.734,0.000286,-10.043,133.992,0.0537
872,Oogum Boogum Song,Brenton Wood,0.809,0.833,186567,0.684,0.0,-6.325,112.7,0.954
873,The Gaudy Side of Town,Gayngs,0.723,0.688,427227,0.421,0.625,-9.015,138.0,0.63
874,The Walker,Gayngs,0.577,0.438,290587,0.404,0.759,-11.815,137.895,0.134
875,Ultimate Painting,Ultimate Painting,0.59,0.789,219129,0.698,0.802,-7.842,120.961,0.713
876,Agorinha,Sango,0.156,0.819,214154,0.671,0.000136,-6.947,129.921,0.555
877,I'm Glad,Captain Beefheart & His Magic Band,0.887,0.366,210400,0.407,0.263,-10.047,148.436,0.352
878,Apollo Throwdown (Star Slinger Remix),The Go! Team,0.149,0.71,255333,0.959,2.1e-05,-6.697,108.006,0.492
879,Boys Life,Small Black,0.00727,0.582,302120,0.734,0.202,-6.987,127.071,0.638
880,Dirt And Grime,Fathers Children,0.349,0.545,212147,0.507,2.92e-06,-7.534,124.311,0.685
881,Pedestrian at Best,Courtney Barnett,4.61e-06,0.479,230560,0.854,5.72e-05,-6.101,136.067,0.55
882,Middle,DJ Snake,0.0175,0.564,220573,0.737,0.0,-4.079,104.764,0.231
883,Something About You - Extended Mix,Hayden James,0.198,0.89,326318,0.52,0.273,-6.927,114.959,0.717
884,Only You,Mac Demarco,0.00543,0.363,178772,0.755,0.00105,-6.654,114.407,0.736
885,The One,ZHU,0.101,0.867,302880,0.669,0.683,-7.897,121.99,0.696
886,Way Down We Go,Kaleo,0.612,0.59,219560,0.578,0.000162,-5.798,81.663,0.262
887,Deeper Than Love,Colleen Green,0.000825,0.832,365747,0.496,0.825,-10.601,117.741,0.854
888,Back Pocket,Vulfpeck,0.478,0.839,181260,0.585,0.00281,-7.738,89.821,0.894
889,All I Wanna Do,The Beach Boys,0.0716,0.447,156467,0.416,0.00426,-12.181,103.068,0.309
890,Water,Jamaican Queens,0.0328,0.598,260400,0.657,2.72e-05,-7.466,114.969,0.2
891,You,Ejeca,0.0664,0.643,335399,0.889,0.884,-7.043,131.999,0.658
892,Voodoo Ray - Danny Tenaglia Remix,A Guy Called Gerald,0.00324,0.746,383107,0.613,0.672,-10.104,125.317,0.627
893,Jack,Breach,0.000624,0.906,311365,0.648,0.0857,-8.742,123.98,0.646
894,Jack,Breach,0.000334,0.907,183581,0.616,0.425,-7.073,124.036,0.614
895,Mary Jane (Jamie Xx - Girl Remix),Jamie xx,0.331,0.578,237672,0.633,0.0,-10.117,101.534,0.635
896,Chunky - Club Mix,Format:B,0.00431,0.808,362282,0.916,0.598,-4.54,121.99,0.69
897,One Who Lost,DJ Dodger Stadium,0.0252,0.745,272677,0.894,0.878,-4.721,127.99,0.49
898,Delorean Dynamite,Todd Terje,0.0125,0.634,405933,0.858,0.84,-11.661,123.991,0.233
899,Do You Want a Man - Heaven & Hell Remix,William Onyeabor,0.198,0.603,145773,0.921,0.00035,-3.555,122.978,0.814
900,Celebrando,CLUBZ,0.00166,0.587,205307,0.841,0.53,-5.079,142.95,0.696
901,No Eyes (Radio Edit),Claptone,0.0289,0.93,204992,0.483,0.00244,-9.925,120.022,0.577
902,Fanfare,Magic City Hippies,0.0124,0.585,264000,0.62,0.0164,-9.075,80.021,0.715
903,Dorothy,Polo & Pan,0.0245,0.803,316373,0.427,0.405,-10.819,118.008,0.451
904,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,0.411,0.757,199200,0.868,0.00221,-9.326,138.923,0.787
905,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,0.157,0.729,267000,0.818,0.285,-9.992,125.811,0.909
906,Paris Groove (Original Mix),Boston Bun,2.6e-05,0.76,272082,0.669,0.076,-8.583,122.007,0.683
907,Nothing,HNNY,0.000885,0.79,312000,0.427,0.446,-11.361,116.986,0.961
908,Hey DJ,Worlds Famous Supreme Team,0.207,0.786,206081,0.963,0.0012,-2.84,94.63,0.9
909,Tighten Up - Pt. 1,Archie Bell & The Drells,0.242,0.708,196000,0.441,0.000147,-12.931,125.191,0.717
910,Ohye Atar Gyan,Ebo Taylor,0.643,0.729,261853,0.666,0.135,-10.721,109.554,0.872
911,Heaven,Ebo Taylor,0.312,0.76,370813,0.636,0.534,-11.605,99.223,0.682
912,I'm Walkin' - 2002 Digital Remaster,Fats Domino,0.847,0.661,128053,0.76,0.334,-9.509,111.165,0.975
913,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,0.00428,0.704,405560,0.895,0.28,-7.81,118.662,0.865
914,Dreams Never End - 2015 Remastered Version,New Order,0.0154,0.606,195307,0.913,0.905,-7.865,146.15,0.82
915,Plastic - Extended Mix,New Order,0.00207,0.587,546467,0.915,0.579,-8.307,128.004,0.539
916,You Are the Right One,Sports,0.16,0.66,172507,0.591,0.848,-8.497,100.034,0.835
917,Let Me Try,Kaleidoscope,0.000779,0.34,207813,0.454,0.0188,-12.279,100.089,0.39
918,Thinking of You,Lord Echo,0.0476,0.723,418880,0.755,0.00147,-9.381,97.195,0.573
919,Just Say The Word,Jerry Townes,0.717,0.285,163213,0.512,0.0,-8.103,94.922,0.48
920,Obi Agye Me Dofo,Vis à Vis,0.218,0.63,590707,0.862,0.0527,-6.12,103.118,0.698
921,I'm Going Down,Rose Royce,0.783,0.418,219800,0.0962,6.61e-05,-15.078,184.721,0.342
922,Said So What,French Kicks,0.087,0.529,258440,0.571,6.34e-06,-6.264,102.428,0.104
923,Carl Sagan,Night Moves,0.0112,0.465,232867,0.727,0.802,-5.181,118.149,0.47
924,Muzik Xpress,X-Press 2,0.0133,0.69,498333,0.911,0.907,-9.075,124.019,0.62
925,A Hundred Ropes,Minor Victories,0.0044,0.449,234613,0.962,0.897,-4.293,154.979,0.296
926,No Woman,Whitney,0.9,0.582,238400,0.401,0.538,-8.731,112.357,0.414
927,Episode I - Duel of The Fates,John Williams,0.934,0.44,254360,0.433,0.811,-17.453,79.952,0.217
928,Giant,The The,0.0395,0.669,574800,0.904,0.406,-5.487,107.83,0.921
929,Hush,Magic City Hippies,0.189,0.622,319125,0.752,0.0124,-6.964,126.047,0.576
930,Desire,DILLY DALLY,6.89e-05,0.286,215822,0.704,0.034,-5.12,145.843,0.185
931,Shut Up Kiss Me,Angel Olsen,0.0552,0.373,202200,0.63,0.0,-5.131,115.942,0.357
932,No Heart,21 Savage,0.136,0.906,235040,0.444,6.44e-05,-8.692,140.063,0.68
933,We Want Some Pussy,Ezale,0.00134,0.789,162815,0.682,1.39e-06,-6.841,109.988,0.562
934,We Out Here,Ezale,0.155,0.822,156879,0.863,0.000632,-8.035,100.959,0.608
935,By Design,Kid Cudi,0.0599,0.756,257053,0.853,0.000562,-5.92,100.004,0.426
936,Aloha,Chris Bear,0.189,0.555,52006,0.759,0.459,-6.214,192.272,0.23
937,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.0633,0.897,334467,0.661,0.0,-6.2,127.081,0.204
938,The Winner Is - from Little Miss Sunshine,DeVotchKa,0.56,0.654,185804,0.499,0.907,-9.084,103.966,0.124
939,Virile,The Blaze,0.0442,0.679,321560,0.462,0.793,-10.128,120.012,0.289
940,Let Me Tell U,Jimmy Edgar,0.0004,0.804,434958,0.64,0.935,-8.598,124.007,0.0451
941,Wonky Bassline Disco Banger,Red Rack'Em,0.078,0.815,489750,0.459,0.826,-12.588,124.996,0.616
942,Remember,Gino Soccio,1.65e-05,0.499,395200,0.506,0.941,-16.778,186.328,0.367
943,Anti Social Tendencies,The Parallax Corporation,0.0423,0.84,397388,0.918,0.613,-9.251,124.847,0.468
944,What Time Is Love (Live at SSL mix),Lifelike,0.0109,0.816,179865,0.747,0.756,-8.066,119.98,0.144
945,The Spirit Blossoms All Over the Land,Onra,0.016,0.646,142584,0.757,0.0243,-6.089,108.438,0.635
946,On the Lips,Frankie Cosmos,0.028,0.658,109031,0.568,0.00356,-7.579,128.638,0.881
947,Stripper,Fancy Fux,0.00159,0.865,250273,0.603,0.428,-11.289,135.006,0.595
948,Operator (Ring Ring) ft. Dances With White Girls,Chris Lake,0.003,0.754,281658,0.968,0.795,-4.419,124.971,0.55
949,Big Jet Plane - Animal Trainer Remix,Jan Blomqvist,0.0372,0.89,400926,0.443,0.385,-8.654,122.002,0.195
950,Fight,Nicolas Jaar,0.514,0.731,515087,0.638,0.332,-8.738,143.018,0.33
951,Bambi,Jidenna,0.109,0.748,250000,0.623,0.0,-5.08,105.045,0.194
952,Raindrops,The Silvertones,0.758,0.744,169333,0.555,0.0,-6.744,121.241,0.775
953,Truths & Rights,Johnny Osbourne,0.34,0.77,181867,0.409,0.0,-13.387,80.126,0.869
954,Smoke,Ohio Players,0.269,0.663,361173,0.602,8.81e-05,-11.013,149.51,0.899
955,You Are My Special Angel,The Vogues,0.411,0.236,186426,0.706,5.43e-06,-6.544,105.624,0.313
956,Just A Little Lovin',Dusty Springfield,0.666,0.354,138933,0.366,0.0,-10.799,111.057,0.561
957,Unchained Melody,The Righteous Brothers,0.517,0.367,215840,0.215,0.0,-16.652,98.742,0.255
958,Howl,Florence + The Machine,0.00594,0.58,213560,0.859,0.00163,-4.532,129.959,0.285
959,For Free,DJ Khaled,0.0173,0.916,183695,0.571,1.11e-06,-8.241,103.521,0.467
960,Mystery Of Love,Mr. Fingers,0.0681,0.767,430576,0.686,0.91,-10.476,114.07,0.578
961,Hung Over,The Martini's,0.0853,0.864,126467,0.552,0.778,-8.851,112.378,0.74
962,"Bold Soul Sister, Bold Soul Brother - USDEA0400901",The Black On White Affair,0.661,0.457,176613,0.909,1.54e-06,-3.189,93.193,0.844
963,Cane Shuga,Glass Animals,0.543,0.785,196570,0.796,0.291,-5.815,136.05,0.806
964,Queen,Perfume Genius,0.211,0.418,230720,0.547,0.0443,-4.932,131.99,0.127
965,Get Lucky,Daft Punk,0.0378,0.81,369627,0.793,1.82e-06,-9.404,116.049,0.86
966,Bugatti,Ace Hood,0.0159,0.588,269267,0.596,0.0,-4.994,130.346,0.0602
967,Versace,Migos,0.0384,0.841,195474,0.729,0.0,-3.047,132.073,0.43
968,Black Skinhead,Kanye West,0.000954,0.775,188013,0.823,0.0,-6.091,130.041,0.288
969,Type of Way,Rich Homie Quan,0.147,0.85,261321,0.509,0.0,-9.637,134.9,0.769
970,Recover,CHVRCHES,0.00444,0.413,225867,0.633,0.0,-5.188,170.016,0.184
971,Bitter Rivals,Sleigh Bells,0.222,0.76,199227,0.79,0.0,-3.835,94.017,0.57
972,Gonna Die,Autre Ne Veut,0.0745,0.409,175480,0.532,0.00523,-6.266,99.935,0.354
973,Angels,The xx,0.957,0.342,171613,0.159,0.114,-18.127,91.963,0.329
974,GOT IT GOOD,KAYTRANADA,0.0475,0.606,228147,0.503,0.0,-6.678,80.04,0.325
975,I Got U,Duke Dumont,0.00369,0.647,285596,0.762,0.00641,-7.765,120.832,0.438
976,Something About You - ODESZA Remix,Hayden James,0.0216,0.709,343800,0.669,0.0125,-8.422,105.004,0.106
977,Oblivion,The Seshen,0.156,0.378,282053,0.572,0.152,-6.361,134.957,0.332
978,Distant Heart,The Seshen,0.112,0.555,187000,0.699,0.00319,-7.871,170.02,0.544
979,Finally Moving,Pretty Lights,0.382,0.735,277975,0.555,0.856,-8.84,100.01,0.535
980,Want My Love,Cathedrals,0.0564,0.607,248000,0.435,0.0178,-6.604,120.045,0.255
981,Myth,Beach House,0.0369,0.448,258653,0.733,0.0425,-6.238,142.008,0.404
982,Weary,Solange,0.655,0.507,194253,0.466,0.363,-11.966,157.013,0.0978
983,Treat Me Like Fire,LION BABE,0.138,0.667,250707,0.658,0.00685,-7.71,91.98,0.36
984,Something About You,Hayden James,0.345,0.855,225181,0.605,0.0573,-7.403,114.999,0.676
985,Let It Happen - Soulwax Remix,Tame Impala,0.2,0.739,556924,0.848,0.824,-4.598,125.02,0.782
986,Hood Pass Intact,Dâm-Funk,0.0739,0.833,301240,0.663,0.00351,-3.639,103.693,0.457
987,Let's Dance (Single Version) [2002 Remastered Version],David Bowie,0.00535,0.654,247600,0.641,0.00321,-9.771,114.696,0.778
988,Ode To Viceroy,Mac Demarco,0.208,0.514,233818,0.632,0.0132,-6.305,94.569,0.31
989,Five Seconds,Twin Shadow,0.0019,0.468,260013,0.88,0.00704,-5.086,176.972,0.645
990,No Sleep Till Brooklyn,Beastie Boys,0.135,0.756,246893,0.415,0.0,-14.429,96.99,0.662
991,F**kin' Problems,A$AP Rocky,0.0208,0.869,233787,0.687,1e-06,-6.816,96.006,0.668
992,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,0.144,0.709,310187,0.412,0.000101,-11.602,174.062,0.505
993,Never Saw The Point,Cults,0.0559,0.521,182160,0.851,0.0,-3.235,130.032,0.825
994,212,Azealia Banks,0.0852,0.858,203373,0.789,0.0,-7.462,125.993,0.658
995,Forgiven/Forgotten,Angel Olsen,4.69e-06,0.566,123547,0.869,0.309,-7.614,129.948,0.656
996,All My Friends,LCD Soundsystem,0.148,0.701,462267,0.788,0.625,-5.611,142.584,0.794
997,Lay Up,Future,0.374,0.772,167158,0.612,2.44e-06,-7.274,142.911,0.557
998,Father Stretch My Hands Pt. 1,Kanye West,0.142,0.714,135920,0.566,1.25e-06,-4.408,113.074,0.429
999,Big For Your Boots,Stormzy,0.0313,0.515,238419,0.902,0.0,-4.729,174.589,0.617
1000,No Security,Skepta,0.00531,0.859,219737,0.624,0.000124,-5.437,149.948,0.628
1001,Fam,Saskilla,0.0381,0.709,176589,0.797,0.0,-4.316,139.639,0.474
1002,Mr Skeng,Stormzy,0.102,0.699,197452,0.724,0.0,-5.126,140.157,0.412
1003,Beauty and the Beast,Bugzy Malone,0.377,0.497,196480,0.734,0.0,-6.112,139.096,0.382
1004,I Win,Lethal Bizzle,0.0669,0.832,187585,0.854,0.0,-4.92,136.213,0.583
1005,Plottin,J HUS,0.285,0.88,151987,0.697,7.66e-05,-8.468,129.989,0.761
1006,M.E.N,Bugzy Malone,0.289,0.506,240363,0.43,0.0139,-17.402,137.644,0.294
1007,Cold,Stormzy,0.202,0.732,156961,0.974,0.0,-2.158,137.905,0.713
1008,Toothache,Jaykae,0.671,0.539,166304,0.74,0.0,-7.157,139.608,0.645
1009,Coward,Chip,0.352,0.494,179009,0.78,0.0,-5.841,139.725,0.884
1010,3 Wheel-ups (feat. Wiley & Giggs),Kano,0.00298,0.545,278227,0.904,0.00117,-5.201,139.871,0.681
1011,T On the Wing,President T,0.397,0.739,181714,0.665,0.0,-6.075,139.87,0.357
1012,Bad Boys (feat. Ghetts and J Hus),Stormzy,0.134,0.603,246685,0.64,0.0,-5.215,125.462,0.311
1013,Thiago Silva,Dave,0.0641,0.667,201964,0.673,4e-06,-7.574,144.256,0.661
1014,And Dat (Ft. Stormzy),Bonkaz,0.375,0.561,195419,0.588,0.0,-7.628,83.204,0.683
1015,6 In The Morning,Wiley,0.258,0.812,181114,0.937,0.0,-1.894,139.997,0.851
1016,Skepta Interlude,Drake,0.0103,0.745,143214,0.822,4.2e-06,-6.354,86.733,0.374
1017,Man Don't Care,Jme,0.329,0.673,213251,0.922,0.0,-5.311,140.008,0.364
1018,Luke Cage,AJ Tracey,0.35,0.794,187400,0.801,0.0,-6.433,147.072,0.73
1019,Shutdown,Skepta,0.1,0.575,188875,0.723,0.0,-4.956,107.039,0.822
1020,My Old Man,Zac Brown Band,0.819,0.64,227222,0.196,3.63e-05,-11.478,143.919,0.273
1021,Losing Sleep,Chris Young,0.0677,0.587,180252,0.628,1.88e-06,-5.703,92.003,0.65
1022,Sleep Without You,Brett Young,0.013,0.631,187813,0.716,0.0,-5.713,88.541,0.637
1023,Yeah Boy,Kelsea Ballerini,0.231,0.589,194413,0.809,0.0,-5.292,88.965,0.464
1024,Craving You,Thomas Rhett,0.000907,0.612,227373,0.841,0.0,-3.795,104.986,0.502
1025,More Girls Like You,Kip Moore,0.01,0.553,154320,0.743,0.0,-5.483,149.962,0.574
1026,Heart Break,Lady Antebellum,0.0538,0.548,188293,0.877,8.22e-06,-5.481,84.009,0.694
1027,Cut Your Groove,Charlie Worsham,0.151,0.528,251067,0.842,3e-05,-6.217,83.948,0.797
1028,Black,Dierks Bentley,0.27,0.663,211160,0.656,0.000279,-6.548,120.037,0.555
1029,The Weekend,Brantley Gilbert,0.0549,0.53,187760,0.809,0.0,-4.745,82.022,0.703
1030,Reasons,Jillian Jacqueline,0.0966,0.525,190227,0.657,0.0,-5.28,176.127,0.313
1031,Small Town Boy,Dustin Lynch,0.0244,0.553,206573,0.747,0.0,-5.905,73.033,0.702
1032,Yours If You Want It,Rascal Flatts,0.0102,0.533,208733,0.91,0.0,-3.087,113.054,0.481
1033,Roots,Zac Brown Band,0.148,0.726,231173,0.595,0.000433,-6.846,115.0,0.666
1034,Sunday Morning,Parmalee,0.00733,0.584,171067,0.716,0.0,-4.737,90.005,0.527
1035,Hurricane,Luke Combs,0.0165,0.443,223800,0.804,2.89e-06,-6.432,151.928,0.437
1036,Think A Little Less,Michael Ray,0.124,0.521,176987,0.805,0.000219,-4.481,141.967,0.549
1037,Speak to a Girl,Tim McGraw,0.661,0.476,231920,0.527,0.0,-6.406,152.117,0.205
1038,Man Enough Now,Chris Bandi,0.0159,0.591,185474,0.577,0.0,-6.107,156.107,0.52
1039,If I Told You,Darius Rucker,0.335,0.5,214507,0.622,0.0,-6.691,83.886,0.293
1040,Happy People,Little Big Town,0.234,0.674,167200,0.706,7.98e-05,-4.824,160.023,0.962
1041,All On Me,Devin Dawson,0.144,0.631,227573,0.658,0.0,-5.313,80.996,0.692
1042,Somethin' I'm Good At,Brett Eldredge,0.0494,0.562,217280,0.94,0.0,-4.337,103.009,0.466
1043,I Could Use a Love Song,Maren Morris,0.214,0.638,196422,0.634,0.0,-6.474,92.097,0.445
1044,Zac Brown Band - Hot Country,Various Artists,0.733,0.409,16042,0.645,0.0,-8.336,74.923,0.421
1045,Trying To Drive,Zac Brown Band,0.0968,0.434,266787,0.664,0.0,-5.883,145.861,0.478
1046,"God, Your Mama, And Me",Florida Georgia Line,0.333,0.439,183413,0.802,0.0,-3.644,168.032,0.688
1047,Real Thing,Zac Brown Band,0.0915,0.533,230722,0.533,0.0,-8.266,159.907,0.506
1048,They Don't Know,Jason Aldean,0.0207,0.434,195307,0.921,0.00209,-2.248,171.945,0.426
1049,Every Time I Hear That Song,Blake Shelton,0.0558,0.523,214800,0.725,6.96e-06,-5.448,155.855,0.52
1050,What Ifs,Kane Brown,0.00898,0.612,188253,0.799,0.0,-4.603,125.976,0.675
1051,For Her,Chris Lane,0.0993,0.51,211227,0.904,0.0,-4.291,150.004,0.542
1052,Act Like You Don't,Brooke Eden,0.424,0.55,232253,0.774,0.0,-4.397,170.124,0.462
1053,In Case You Didn't Know,Brett Young,0.397,0.596,224853,0.544,0.0,-7.294,147.976,0.381
1054,Two Black X's,Dylan Schneider,0.0166,0.622,194240,0.745,0.000875,-5.674,91.0,0.585
1055,You Look Good,Lady Antebellum,0.0344,0.659,183747,0.926,0.00121,-4.66,152.015,0.949
1056,Close,Ryan Kinder,0.00566,0.479,178027,0.86,0.0,-4.318,80.018,0.759
1057,Ain't Always Pretty,Logan Mize,0.186,0.56,209840,0.78,0.0,-5.164,160.052,0.466
1058,Love in a Bar,Ryan Hurd,0.0179,0.512,187342,0.587,0.0,-6.403,134.006,0.313
1059,Family Table,Zac Brown Band,0.0292,0.403,211307,0.745,0.0,-6.534,186.241,0.634
1060,Any Ol' Barstool,Jason Aldean,0.312,0.536,203293,0.722,0.0,-4.163,143.78,0.472
1061,Dirt On My Boots,Jon Pardi,0.116,0.685,201893,0.783,0.0,-4.152,90.008,0.532
1062,Just a Phase,Adam Craig,0.638,0.71,186627,0.498,0.0,-5.478,136.093,0.52
1063,Body Like A Back Road,Sam Hunt,0.463,0.731,165387,0.469,1.04e-06,-7.226,98.963,0.618
1064,How Not To,Dan + Shay,0.208,0.501,192000,0.836,0.0,-3.587,159.863,0.627
1065,Tin Man,Miranda Lambert,0.861,0.425,259280,0.372,0.0148,-10.92,79.456,0.297
